"","pmcid","intervention","comparator","outcome","outcome_type","is_data_in_figure_graphics","field","gold","from_gold","pred","from_pred","category"
"499",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"intervention_group_size",560,TRUE,547,TRUE,"FN"
"500",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"intervention_mean",21.86,TRUE,21.64,TRUE,"FN"
"501",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI reduction at 24 months","continuous",FALSE,"intervention_standard_deviation",6.22,TRUE,4.06,TRUE,"FN"
"502",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"comparator_group_size",459,TRUE,406,TRUE,"FN"
"503",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"comparator_mean",0.66,TRUE,0.61,TRUE,"FN"
"504",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"comparator_standard_deviation",1.69,TRUE,1.13,TRUE,"FN"
"505",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"intervention_group_size",592,TRUE,502,TRUE,"FN"
"506",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"intervention_mean",0.61,TRUE,0.55,TRUE,"FN"
"507",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 12months","continuous",FALSE,"intervention_standard_deviation",1.8,TRUE,1.11,TRUE,"FN"
"508",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"comparator_group_size",425,TRUE,343,TRUE,"FN"
"509",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"comparator_mean",0.71,TRUE,0.72,TRUE,"FN"
"510",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"comparator_standard_deviation",1.63,TRUE,1.09,TRUE,"FN"
"511",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"intervention_group_size",560,TRUE,488,TRUE,"FN"
"512",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"intervention_mean",0.69,TRUE,0.65,TRUE,"FN"
"513",5056957,"Multi-component physical activity","Usual PE and sport programmes","BMI z-score at 24 months","continuous",FALSE,"intervention_standard_deviation",1.81,TRUE,1.12,TRUE,"FN"
"514",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"comparator_group_size",459,TRUE,440,TRUE,"FN"
"515",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"comparator_mean",56.48,TRUE,55.96,TRUE,"FN"
"516",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"comparator_standard_deviation",14.76,TRUE,12.6,TRUE,"FN"
"517",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"intervention_group_size",592,TRUE,562,TRUE,"FN"
"518",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"intervention_mean",55.91,TRUE,55.22,TRUE,"FN"
"519",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 12 months","continuous",FALSE,"intervention_standard_deviation",15.64,TRUE,12.51,TRUE,"FN"
"520",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"comparator_group_size",425,TRUE,410,TRUE,"FN"
"521",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"comparator_mean",61.94,TRUE,61.5,TRUE,"FN"
"522",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"comparator_standard_deviation",14.25,TRUE,13.23,TRUE,"FN"
"523",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"intervention_group_size",560,TRUE,547,TRUE,"FN"
"524",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"intervention_mean",61.08,TRUE,60.52,TRUE,"FN"
"525",5056957,"Multi-component physical activity","Usual PE and sport programmes","Weight reduction at 24 months","continuous",FALSE,"intervention_standard_deviation",15.15,TRUE,12.72,TRUE,"FN"
"526",5079604,"metformin 1,000 mg daily","sitagliptin 100 mg daily","hyperglycemia relapse-free survival","continuous",TRUE,"comparator_mean",58,TRUE,NA,TRUE,"FN"
"527",5079604,"metformin 1,000 mg daily","sitagliptin 100 mg daily","hyperglycemia relapse-free survival","continuous",TRUE,"intervention_mean",65,TRUE,NA,TRUE,"FN"
"528",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","Hyperglycemia relapse-free survival","continuous",TRUE,"comparator_mean",21,TRUE,NA,TRUE,"FN"
"529",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","Hyperglycemia relapse-free survival","continuous",TRUE,"intervention_mean",65,TRUE,NA,TRUE,"FN"
"530",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","The 2-year failure rate","binary",TRUE,"comparator_events",12,TRUE,NA,TRUE,"FN"
"531",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","The 2-year failure rate","binary",TRUE,"intervention_events",13,TRUE,NA,TRUE,"FN"
"532",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","The probability of relapse","binary",FALSE,"comparator_events",11,TRUE,NA,TRUE,"FN"
"533",5079604,"metformin 1,000 mg daily, sitagliptin 100 mg daily","placebo","The probability of relapse","binary",FALSE,"intervention_events",9,TRUE,NA,TRUE,"FN"
"534",5079604,"subjects who remained in remission","patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si)","Disposition index (DI)","continuous",TRUE,"comparator_mean",0.6,TRUE,NA,TRUE,"FN"
"535",5079604,"subjects who remained in remission","patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si)","Disposition index (DI)","continuous",TRUE,"intervention_mean",1.8,TRUE,NA,TRUE,"FN"
"536",5079604,"subjects who remained in remission","patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si)","incremental area under the curve for insulin (AUCi)","continuous",TRUE,"comparator_mean",2900,TRUE,NA,TRUE,"FN"
"537",5079604,"subjects who remained in remission","patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si)","incremental area under the curve for insulin (AUCi)","continuous",TRUE,"intervention_mean",7900,TRUE,NA,TRUE,"FN"
"538",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","BMI","continuous",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"539",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","BMI","continuous",FALSE,"comparator_mean",32.93,TRUE,NA,TRUE,"FN"
"540",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","BMI","continuous",FALSE,"comparator_standard_deviation",4.85,TRUE,NA,TRUE,"FN"
"541",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Binge eating","binary",FALSE,"comparator_events",14,TRUE,NA,TRUE,"FN"
"542",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Binge eating","binary",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"543",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General mental health","continuous",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"544",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General mental health","continuous",FALSE,"comparator_mean",45.63,TRUE,NA,TRUE,"FN"
"545",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General mental health","continuous",FALSE,"comparator_standard_deviation",6.31,TRUE,NA,TRUE,"FN"
"546",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General physical health","continuous",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"547",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General physical health","continuous",FALSE,"comparator_mean",50.46,TRUE,NA,TRUE,"FN"
"548",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","General physical health","continuous",FALSE,"comparator_standard_deviation",7.83,TRUE,NA,TRUE,"FN"
"549",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Intuitive eating total score","continuous",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"550",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Intuitive eating total score","continuous",FALSE,"comparator_mean",2.54,TRUE,NA,TRUE,"FN"
"551",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Intuitive eating total score","continuous",FALSE,"comparator_standard_deviation",0.58,TRUE,NA,TRUE,"FN"
"552",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Psychological flexibility","continuous",FALSE,"comparator_group_size",26,TRUE,NA,TRUE,"FN"
"553",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Psychological flexibility","continuous",FALSE,"comparator_mean",22.46,TRUE,NA,TRUE,"FN"
"554",5086025,"Intuitive Eating and Acceptance and Commitment Therapy","Control","Psychological flexibility","continuous",FALSE,"comparator_standard_deviation",8.67,TRUE,NA,TRUE,"FN"
"555",5122613,"Digestion-resistant maltodextrin","Placebo","Adverse events","binary",FALSE,"comparator_events",0,TRUE,2,TRUE,"FN"
"556",5122613,"Digestion-resistant maltodextrin","Placebo","Adverse events","binary",FALSE,"intervention_events",0,TRUE,4,TRUE,"FN"
"557",5154016,"Collagen hemostatic sponge","Gelatin sponge","24 h drainage volume","continuous",FALSE,"comparator_group_size",30,TRUE,32,TRUE,"FN"
"558",5154016,"Collagen hemostatic sponge","Gelatin sponge","Second 24 h drainage volume","continuous",FALSE,"comparator_group_size",30,TRUE,32,TRUE,"FN"
"559",5154016,"Collagen hemostatic sponge","Gelatin sponge","Total drainage volume","continuous",FALSE,"comparator_group_size",30,TRUE,32,TRUE,"FN"
"560",5154016,"Stypro hemostatic sponge","Gelatin sponge","Second 24 h drainage volume","continuous",FALSE,"comparator_group_size",30,TRUE,32,TRUE,"FN"
"561",5154016,"Stypro hemostatic sponge","Gelatin sponge","Total drainage volume","continuous",FALSE,"comparator_group_size",30,TRUE,32,TRUE,"FN"
"562",5325897,"Evaluation with feedback","Evaluation without feedback","Final test results","continuous",FALSE,"comparator_mean",18.99,TRUE,18.93,TRUE,"FN"
"563",5325897,"Evaluation with feedback","Evaluation without feedback","Final test results","continuous",FALSE,"comparator_standard_deviation",0.22,TRUE,0.96,TRUE,"FN"
"564",5325897,"Evaluation with feedback","Evaluation without feedback","Final test results","continuous",FALSE,"intervention_standard_deviation",0.22,TRUE,0.74,TRUE,"FN"
"565",5325897,"Evaluation with feedback","Evaluation without feedback","First test results","continuous",FALSE,"comparator_standard_deviation",0.77,TRUE,2.94,TRUE,"FN"
"566",5325897,"Evaluation with feedback","Evaluation without feedback","First test results","continuous",FALSE,"intervention_mean",10.24,TRUE,10.26,TRUE,"FN"
"567",5325897,"Evaluation with feedback","Evaluation without feedback","First test results","continuous",FALSE,"intervention_standard_deviation",0.77,TRUE,2.99,TRUE,"FN"
"568",5325897,"Evaluation with feedback","Evaluation without feedback","Second test results","continuous",FALSE,"comparator_standard_deviation",0.47,TRUE,2.29,TRUE,"FN"
"569",5325897,"Evaluation with feedback","Evaluation without feedback","Second test results","continuous",FALSE,"intervention_standard_deviation",0.46,TRUE,1.09,TRUE,"FN"
"570",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"comparator_group_size",131,TRUE,140,TRUE,"FN"
"571",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"comparator_mean",-0.63,TRUE,3.93,TRUE,"FN"
"572",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"comparator_standard_deviation",1.08,TRUE,1.28,TRUE,"FN"
"573",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"intervention_group_size",138,TRUE,145,TRUE,"FN"
"574",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"intervention_mean",-0.59,TRUE,3.65,TRUE,"FN"
"575",5360580,"1 mg/day of Pls purified from scallop","placebo","Plasma PlsPE","continuous",FALSE,"intervention_standard_deviation",1.11,TRUE,1.31,TRUE,"FN"
"576",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"comparator_group_size",24,TRUE,140,TRUE,"FN"
"577",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"comparator_mean",1.08,TRUE,4.34,TRUE,"FN"
"578",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"comparator_standard_deviation",1.55,TRUE,4.03,TRUE,"FN"
"579",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"intervention_group_size",24,TRUE,145,TRUE,"FN"
"580",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"intervention_mean",1.29,TRUE,4.21,TRUE,"FN"
"581",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (0 min)","continuous",FALSE,"intervention_standard_deviation",3.14,TRUE,3.71,TRUE,"FN"
"582",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (30 min) In the patients aged 77 years or younger,","continuous",FALSE,"comparator_standard_deviation",0.96,TRUE,NA,TRUE,"FN"
"583",5360580,"1 mg/day of Pls purified from scallop","placebo","WMS-R (30 min) In the patients aged 77 years or younger,","continuous",FALSE,"intervention_standard_deviation",3.87,TRUE,NA,TRUE,"FN"
"584",5360580,"1 mg/day of Pls purified from scallop","placebo","occurrence of adverse events","binary",FALSE,"comparator_events",35,TRUE,NA,TRUE,"FN"
"585",5360580,"1 mg/day of Pls purified from scallop","placebo","occurrence of adverse events","binary",FALSE,"intervention_events",39,TRUE,NA,TRUE,"FN"
"586",5380326,"Vitamin D supplementation","Control","Dipeptidyl peptidase-4","continuous",FALSE,"intervention_mean",NA,TRUE,6032.37,TRUE,"FP"
"587",5380326,"Vitamin D supplementation","Control","Th1/Th2 cytokines","continuous",FALSE,"comparator_group_size",40,TRUE,NA,TRUE,"FN"
"588",5380326,"Vitamin D supplementation","Control","Th1/Th2 cytokines","continuous",FALSE,"intervention_group_size",40,TRUE,NA,TRUE,"FN"
"589",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC C","continuous",FALSE,"comparator_group_size",23,TRUE,7,TRUE,"FN"
"590",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC C","continuous",FALSE,"comparator_standard_deviation",5.25,TRUE,NA,TRUE,"FN"
"591",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC C","continuous",FALSE,"intervention_group_size",23,TRUE,7,TRUE,"FN"
"592",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC C","continuous",FALSE,"intervention_standard_deviation",3.85,TRUE,NA,TRUE,"FN"
"593",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC D","continuous",FALSE,"comparator_group_size",23,TRUE,4,TRUE,"FN"
"594",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC D","continuous",FALSE,"comparator_standard_deviation",4.31,TRUE,NA,TRUE,"FN"
"595",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC D","continuous",FALSE,"intervention_group_size",23,TRUE,4,TRUE,"FN"
"596",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CDC D","continuous",FALSE,"intervention_standard_deviation",1.21,TRUE,NA,TRUE,"FN"
"597",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC A","continuous",FALSE,"comparator_group_size",23,TRUE,5,TRUE,"FN"
"598",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC A","continuous",FALSE,"comparator_standard_deviation",12.31,TRUE,NA,TRUE,"FN"
"599",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC A","continuous",FALSE,"intervention_group_size",23,TRUE,5,TRUE,"FN"
"600",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC A","continuous",FALSE,"intervention_standard_deviation",3.89,TRUE,NA,TRUE,"FN"
"601",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC B","continuous",FALSE,"comparator_group_size",23,TRUE,7,TRUE,"FN"
"602",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC B","continuous",FALSE,"comparator_standard_deviation",7.12,TRUE,NA,TRUE,"FN"
"603",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC B","continuous",FALSE,"intervention_group_size",23,TRUE,7,TRUE,"FN"
"604",5419060,"Phlebotomy training programme","Control","Phlebotomy questionnaire score: CHC B","continuous",FALSE,"intervention_standard_deviation",1.37,TRUE,NA,TRUE,"FN"
"605",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating","ACVC","new bone formation around the screws and bone-implant contact (BIC) in both sections","continuous",TRUE,"comparator_group_size",8,TRUE,NA,TRUE,"FN"
"606",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating","ACVC","new bone formation around the screws and bone-implant contact (BIC) in both sections","continuous",TRUE,"intervention_group_size",8,TRUE,NA,TRUE,"FN"
"607",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Flexion-Extension stiffness of C2-4","continuous",FALSE,"comparator_mean",7.47,TRUE,7.2,TRUE,"FN"
"608",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Flexion-Extension stiffness of C2-4","continuous",FALSE,"comparator_standard_deviation",1.45,TRUE,1.33,TRUE,"FN"
"609",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Flexion-Extension stiffness of C2-4","continuous",FALSE,"intervention_mean",0.34,TRUE,0.33,TRUE,"FN"
"610",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Flexion-Extension stiffness of C2-4","continuous",FALSE,"intervention_standard_deviation",0.12,TRUE,0.11,TRUE,"FN"
"611",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Lateral bending stiffness of C2-4","continuous",FALSE,"comparator_mean",2.67,TRUE,2.53,TRUE,"FN"
"612",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Lateral bending stiffness of C2-4","continuous",FALSE,"comparator_standard_deviation",0.68,TRUE,0.67,TRUE,"FN"
"613",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Lateral bending stiffness of C2-4","continuous",FALSE,"intervention_standard_deviation",0.02,TRUE,0.01,TRUE,"FN"
"614",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Rotation stiffness of C2-4","continuous",FALSE,"comparator_mean",1.62,TRUE,1.53,TRUE,"FN"
"615",5459456,"ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC","anterior cervical corpectomy and fusion (ACCF)","Rotation stiffness of C2-4","continuous",FALSE,"comparator_standard_deviation",0.47,TRUE,0.42,TRUE,"FN"
"616",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"comparator_group_size",97,TRUE,NA,TRUE,"FN"
"617",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"comparator_mean",13.5,TRUE,NA,TRUE,"FN"
"618",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"comparator_standard_deviation",9.49,TRUE,NA,TRUE,"FN"
"619",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"intervention_group_size",103,TRUE,NA,TRUE,"FN"
"620",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"intervention_mean",25.4,TRUE,NA,TRUE,"FN"
"621",5459456,"some portion of therapy outside of the hospital (CoPAT)","full course of therapy in the hospital setting","number of days with received courses of antibiotics","continuous",FALSE,"intervention_standard_deviation",23.34,TRUE,NA,TRUE,"FN"
"622",5534041,"left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_mean",4.8,TRUE,-0.25,TRUE,"FN"
"623",5534041,"left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_standard_deviation",0.9,TRUE,0.71,TRUE,"FN"
"624",5534041,"left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_mean",6.2,TRUE,0.13,TRUE,"FN"
"625",5534041,"left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_standard_deviation",1.8,TRUE,0.82,TRUE,"FN"
"626",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_mean",6.2,TRUE,0.13,TRUE,"FN"
"627",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_standard_deviation",1.8,TRUE,0.82,TRUE,"FN"
"628",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_mean",6,TRUE,0.11,TRUE,"FN"
"629",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_standard_deviation",0.9,TRUE,0.81,TRUE,"FN"
"630",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_mean",4.8,TRUE,-0.25,TRUE,"FN"
"631",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"comparator_standard_deviation",0.9,TRUE,0.71,TRUE,"FN"
"632",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_mean",6,TRUE,0.11,TRUE,"FN"
"633",5534041,"right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS)","sham stimulation","overall working memory (WM) performance in autism spectrum disorder (ASD)","continuous",FALSE,"intervention_standard_deviation",0.9,TRUE,0.81,TRUE,"FN"
"634",5541727,"Allogeneic mesenchymal precursor cells","Control","Activities of daily living","continuous",TRUE,"comparator_group_size",6,TRUE,NA,TRUE,"FN"
"635",5541727,"Allogeneic mesenchymal precursor cells","Control","Activities of daily living","continuous",TRUE,"intervention_group_size",11,TRUE,NA,TRUE,"FN"
"636",5541727,"Allogeneic mesenchymal precursor cells","Control","SF-36 bodily pain score","continuous",TRUE,"comparator_group_size",6,TRUE,NA,TRUE,"FN"
"637",5541727,"Allogeneic mesenchymal precursor cells","Control","SF-36 bodily pain score","continuous",TRUE,"intervention_group_size",11,TRUE,NA,TRUE,"FN"
"638",5541727,"Allogeneic mesenchymal precursor cells","Control","Symptoms","continuous",TRUE,"comparator_group_size",6,TRUE,NA,TRUE,"FN"
"639",5541727,"Allogeneic mesenchymal precursor cells","Control","Symptoms","continuous",TRUE,"intervention_group_size",11,TRUE,NA,TRUE,"FN"
"640",5541727,"Allogeneic mesenchymal precursor cells","Control","Tibial bone expansion","continuous",FALSE,"comparator_group_size",6,TRUE,4,TRUE,"FN"
"641",5541727,"Allogeneic mesenchymal precursor cells","Control","Tibial bone expansion","continuous",FALSE,"intervention_group_size",11,TRUE,6,TRUE,"FN"
"642",5541727,"Allogeneic mesenchymal precursor cells","Control","lateral tibial cartilage volume loss","continuous",FALSE,"comparator_group_size",6,TRUE,4,TRUE,"FN"
"643",5541727,"Allogeneic mesenchymal precursor cells","Control","lateral tibial cartilage volume loss","continuous",FALSE,"intervention_group_size",11,TRUE,6,TRUE,"FN"
"644",5541727,"Allogeneic mesenchymal precursor cells","Control","medial tibial cartilage volume loss","continuous",FALSE,"comparator_group_size",6,TRUE,4,TRUE,"FN"
"645",5541727,"Allogeneic mesenchymal precursor cells","Control","medial tibial cartilage volume loss","continuous",FALSE,"intervention_group_size",11,TRUE,6,TRUE,"FN"
"646",5559992,"Buprenophine 32 mg","No treatment","Anxiety","continuous",FALSE,"comparator_group_size",5,TRUE,NA,TRUE,"FN"
"647",5559992,"Buprenophine 32 mg","No treatment","Anxiety","continuous",FALSE,"comparator_mean",11,TRUE,NA,TRUE,"FN"
"648",5559992,"Buprenophine 32 mg","No treatment","Anxiety","continuous",FALSE,"comparator_standard_deviation",8.63,TRUE,NA,TRUE,"FN"
"649",5559992,"Buprenophine 64 mg","Buprenophine 96 mg","Anxiety","continuous",FALSE,"intervention_mean",0,TRUE,1.25,TRUE,"FN"
"650",5559992,"Buprenophine 64 mg","Buprenophine 96 mg","Anxiety","continuous",FALSE,"intervention_standard_deviation",0,TRUE,2.5,TRUE,"FN"
"651",5559992,"Buprenophine 64 mg","No treatment","Anxiety","continuous",FALSE,"comparator_group_size",4,TRUE,NA,TRUE,"FN"
"652",5559992,"Buprenophine 64 mg","No treatment","Anxiety","continuous",FALSE,"comparator_mean",26.5,TRUE,NA,TRUE,"FN"
"653",5559992,"Buprenophine 64 mg","No treatment","Anxiety","continuous",FALSE,"comparator_standard_deviation",14.7,TRUE,NA,TRUE,"FN"
"654",5559992,"Buprenophine 96 mg","No treatment","Anxiety","continuous",FALSE,"comparator_group_size",5,TRUE,NA,TRUE,"FN"
