id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
361,8712,5971365,Symbol Digit Modalities Test (SDMT) score at week 144 in limited patients,daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,continuous,,287.0,,277.0,6.3,12.6,3.1,13.2,"found in figure and text, totals found in figure",False,False,False,True,3177.0,2394.0,2130.0,TEST
362,8713,5971365,clinically meaningful worsening at week 96 (⩾3-point decrease on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,140.0,720.0,169.0,682.0,,,,,"counts calculated from percentages given in text, totals found in figure",True,False,False,True,3177.0,2394.0,2130.0,TEST
363,8714,5971365,clinically meaningful improvement at week 96 (⩾3-point increase on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,432.0,720.0,369.0,682.0,,,,,"counts calculated from percentages given in text, totals found in figure",True,False,False,True,3177.0,2394.0,2130.0,TEST
364,12884,5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20.0,,25.0,23.1,25.6,98.3,104.6,found in table,False,True,False,True,4402.0,2905.0,2274.0,TEST
365,12885,5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)","GDM2 (less tight glycaemic targets, <5.3_mmol/L and <_7.8_mmol/L)",continuous,,20.0,,21.0,23.1,25.6,21.5,25.8,found in table,False,True,False,True,4402.0,2905.0,2274.0,TEST
366,12886,5976949,leptin/adiponectin ratio (LAR),"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance",continuous,,21.0,,45.0,1.7,,1.66,,combined means and stds not given,False,True,False,False,4402.0,2905.0,2274.0,TEST
367,12887,5976949,leptin/adiponectin ratio (LAR),"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20.0,,25.0,0.97,1.31,0.72,0.46,found in table,False,True,False,True,4402.0,2905.0,2274.0,TEST
368,224,1475568,Minnesota living with heart failure (MLHF) questionnaire baseline scores,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59.0,,64.0,45.0,,57.0,,Only the mean score was given in table.,False,True,False,False,4361.0,3649.0,2573.0,TEST
369,216,1475568,Heart failure-related quality of life at the end of treatment,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59.0,,64.0,1.0,,5.0,,Only the mean change was found in text.,False,False,False,False,4361.0,3649.0,2573.0,TEST
370,217,1475568,Baseline hypertension,Follow-up and thorough education on self-care,Standard information about self-care,binary,51.0,59.0,57.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
371,218,1475568,Baseline diabetes,Follow-up and thorough education on self-care,Standard information about self-care,binary,35.0,59.0,33.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
372,228,1475568,Baseline life-quality score,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59.0,,64.0,45.0,,57.0,,Only the mean score was given in table.,False,True,False,False,4361.0,3649.0,2573.0,TEST
373,226,1475568,Knowledge about heart failure,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59.0,,64.0,,,,,Only the overall mean difference in score improvement was given.,False,False,False,False,4361.0,3649.0,2573.0,TEST
374,220,1475568,Baseline beta-blockers intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,32.0,59.0,46.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
375,227,1475568,Self-efficacy,Follow-up and thorough education on self-care,Standard information about self-care,continuous,,59.0,,64.0,,,,,Only the overall mean difference in score improvement was given.,False,False,False,False,4361.0,3649.0,2573.0,TEST
376,219,1475568,Baseline systolic dysfunction,Follow-up and thorough education on self-care,Standard information about self-care,binary,23.0,59.0,28.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
377,223,1475568,Baseline angiotensin II receptor blockers (ARBs) intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,,59.0,,64.0,,,,,Unclear since the values for this are reported with ACEI intake.,False,True,False,False,4361.0,3649.0,2573.0,TEST
378,222,1475568,Baseline digoxin intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,15.0,59.0,12.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
379,221,1475568,Baseline angiotensin-converting enzyme (ACE) inhibitors intake,Follow-up and thorough education on self-care,Standard information about self-care,binary,,59.0,,64.0,,,,,Unclear since the values for this are reported with ARB intake.,False,True,False,False,4361.0,3649.0,2573.0,TEST
380,214,1475568,Hospitalization or death,Follow-up and thorough education on self-care,Standard information about self-care,binary,25.0,59.0,39.0,64.0,,,,,Used percentage found in table to calculate actual number for binary variable.,False,True,False,True,4361.0,3649.0,2573.0,TEST
381,215,1475568,Daily weight monitoring at the end of treatment,Follow-up and thorough education on self-care,Standard information about self-care,binary,47.0,59.0,19.0,64.0,,,,,Used percentage found in text to calculate actual number for binary variable.,False,False,False,True,4361.0,3649.0,2573.0,TEST
382,225,1475568,Cardiac-related hospitalization,Follow-up and thorough education on self-care,Standard information about self-care,binary,20.0,59.0,25.0,64.0,,,,,Used percentage found in text to calculate actual number for binary variable.,False,False,False,True,4361.0,3649.0,2573.0,TEST
383,876,2974815,discontinued treatment,"""phone calls"" group","""no phone calls"" group",binary,4.0,108.0,30.0,246.0,,,,,Values from results section text.,False,False,False,True,13659.0,6016.0,4469.0,TEST
384,949,3278655,maximum total point motion (MTPM),The trabecular metal tibial monoblock component (TM),cemented component.,continuous,,27.0,,18.0,0.98,3.91,0.79,2.27,Back calculated the SD values from CI. Numerical values are from 5-year follow up.,False,True,False,True,5463.0,3510.0,2857.0,TEST
385,877,2974815,The percentage of patients with controlled blood pressure (<140/90 mmHg),"""phone calls"" group","""no phone calls"" group",binary,,108.0,,246.0,,,,,Numerical values are not available.,False,False,False,False,13659.0,6016.0,4469.0,TEST
386,1118,3577738,website use in terms of the number of pages visited,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,7.5,4.0,8.0,3.8,Cannot find the group sizes in the text or table. Update: Group sizes in flowchart,False,True,False,True,3018.0,2080.0,1653.0,TEST
387,1118,3577738,website use in terms of time on the website,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,151.0,117.4,150.8,107.8,Cannot find the group sizes in the text or table. Update: Group sizes in flowchart,False,True,False,True,3018.0,2080.0,1653.0,TEST
388,1119,3577738,focused on the social presence elements in terms of frequency,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",False,False,False,False,3018.0,2080.0,1653.0,TEST
389,1119,3577738,focused on the social presence elements in terms of duration,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,"Cannot find the group sizes in the text or table. Also, no numerical values for this outcome is found for each of the conditions.",False,False,False,False,3018.0,2080.0,1653.0,TEST
390,875,2974815,percentage of patients with controlled blood pressure,"""phone calls"" group","""no phone calls"" group",binary,86.0,108.0,175.0,246.0,,,,,"Used 80% for ""phone calls"" group and 71% for ""no phone calls"" group.",False,False,False,True,13659.0,6016.0,4469.0,TEST
391,950,3278655,subsidence,The trabecular metal tibial monoblock component (TM),cemented component.,continuous,,27.0,,18.0,-0.38,0.37,-0.04,0.11,Used numerical values for Superior/inferior translation (SD). Numerical values are from 5-year follow up.,False,True,False,True,5463.0,3510.0,2857.0,TEST
392,951,3278655,"The proportion of ""at risk"" components at 5 years",The trabecular metal tibial monoblock component (TM),cemented component.,binary,0.0,27.0,2.0,18.0,,,,,Used numerical values from 5-year follow up provided in abstract.,False,False,False,True,5463.0,3510.0,2857.0,TEST
393,1120,3577738,efficiency,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,3018.0,2080.0,1653.0,TEST
394,1120,3577738,effectiveness,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,3018.0,2080.0,1653.0,TEST
395,1120,3577738,enjoyment,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,3018.0,2080.0,1653.0,TEST
396,1120,3577738,active trust,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,3018.0,2080.0,1653.0,TEST
397,1120,3577738,interest,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,3018.0,2080.0,1653.0,TEST
398,2240,4678179,progression-free-survival (PFS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53.0,,53.0,,,,,Numerical values are factorloading or something similar,False,False,False,False,9517.0,6474.0,5204.0,TEST
399,2241,4678179,Median overall survival (OS),vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53.0,,53.0,6.9,4.09,6.1,5.57,"Median is given with CI. Since the outcome explicitly says ""median"", including median values. Back calculated SD using CI.",False,False,False,True,9517.0,6474.0,5204.0,TEST
400,2242,4678179,Response rates,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),continuous,,53.0,,53.0,8.0,,13.0,,Only difference in response rates as percent is given.,False,False,False,False,9517.0,6474.0,5204.0,TEST
401,2243,4678179,rate of adverse events,vismodegib plus gemcitabine (GV),gemcitabine plus placebo (GP),binary,4.0,53.0,2.0,53.0,,,,,Used numbers found in results section text.,False,False,False,True,9517.0,6474.0,5204.0,TEST
402,2723,5268424,score on the general dimension scale of negative affects (referred to as NA from here onward),view a video featuring individuals that live in extreme poverty,control,continuous,,55.0,,50.0,21.036,6.327,17.68,5.859,,False,True,False,True,12258.0,6615.0,4148.0,TEST
403,2804,5781260,Exercise-induced Creatine kinase (CK),lemon verbena extract,placebo,continuous,,20.0,,20.0,80.0,,160.0,,Mean and CI in figure. Mean diff in figure,True,False,False,False,4385.0,3505.0,2662.0,TEST
404,2802,5781260,exercise-related loss of muscle strength (MVC),lemon verbena extract,placebo,continuous,,20.0,,20.0,0.0,,-25.0,,Mean and CI in figure. Mean diff in figure,True,False,False,False,4385.0,3505.0,2662.0,TEST
405,2805,5781260,Glutathione peroxidase (GPxP),lemon verbena extract,placebo,continuous,,20.0,,20.0,0.5,,-1.5,,Mean and CI in figure. Mean diff in figure,True,False,False,False,4385.0,3505.0,2662.0,TEST
406,2807,5781260,adverse events,lemon verbena extract,placebo,binary,,20.0,,20.0,,,,,Unclear numerical values.,False,False,False,False,4385.0,3505.0,2662.0,TEST
407,2803,5781260,Movement induced pain (VAS),lemon verbena extract,placebo,continuous,,20.0,,20.0,1.5,,2.0,,Mean and CI in figure.,False,False,False,False,4385.0,3505.0,2662.0,TEST
408,2806,5781260,Interleukin 6,lemon verbena extract,placebo,continuous,,20.0,,20.0,,,,,Numerical values are not given.,False,False,False,False,4385.0,3505.0,2662.0,TEST
409,3260,3475525,Correct selection of the healthier product,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,73.3,6.9,67.8,10.3,Available in abstract and table,False,True,False,True,9086.0,4934.0,3542.0,TEST
410,3260,3475525,Correct selection of the healthier product,MTL+caloric intake group,TL+SNL group,continuous,,90.0,,95.0,73.3,6.9,65.8,7.3,Available in abstract and table,False,True,False,True,9086.0,4934.0,3542.0,TEST
411,3260,3475525,Correct selection of the healthier product,choices group,No label group,continuous,,98.0,,99.0,72.5,13.2,67.8,10.3,Available in abstract and table,False,True,False,True,9086.0,4934.0,3542.0,TEST
412,3260,3475525,Correct selection of the healthier product,choices group,TL+SNL group,continuous,,98.0,,95.0,72.5,13.2,65.8,7.3,Available in abstract and table,False,True,False,True,9086.0,4934.0,3542.0,TEST
413,3262,3475525,Taste perception,MTL group,No label group,continuous,,98.0,,99.0,5.6,1.4,5.8,1.4,,False,True,False,True,9086.0,4934.0,3542.0,TEST
414,3262,3475525,Taste perception,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,5.4,1.4,5.8,1.4,,False,True,False,True,9086.0,4934.0,3542.0,TEST
415,3262,3475525,Taste perception,MTL group,choices group,continuous,,98.0,,98.0,5.6,1.4,5.3,1.5,,False,True,False,True,9086.0,4934.0,3542.0,TEST
416,3262,3475525,Taste perception,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,5.4,1.4,5.3,1.5,,False,True,False,True,9086.0,4934.0,3542.0,TEST
417,3262,3475525,intent of purchase,MTL group,No label group,continuous,,98.0,,99.0,3.8,1.4,4.1,1.5,Used values for self.,False,True,False,True,9086.0,4934.0,3542.0,TEST
418,3262,3475525,intent of purchase,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,3.6,1.5,4.1,1.5,Used values for self.,False,True,False,True,9086.0,4934.0,3542.0,TEST
419,3262,3475525,intent of purchase,MTL group,choices group,continuous,,98.0,,98.0,3.8,1.4,4.1,1.7,Used values for self.,False,True,False,True,9086.0,4934.0,3542.0,TEST
420,3262,3475525,intent of purchase,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,3.6,1.5,4.1,1.7,Used values for self.,False,True,False,True,9086.0,4934.0,3542.0,TEST
421,3401,3877023,quantitative contour sharpness of the Cervicothoracic Spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,0.95,0.24,1.43,0.48,"Original outcome was ""quantitative contour sharpness"".",False,False,False,True,17694.0,9686.0,7100.0,TEST
422,3401,3877023,quantitative contour sharpness of the thoracolumbar spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,0.83,0.22,1.32,0.51,"Original outcome was ""quantitative contour sharpness"".",False,False,False,True,17694.0,9686.0,7100.0,TEST
423,3402,3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,18.1,11.6,9.3,5.5,,False,True,False,True,17694.0,9686.0,7100.0,TEST
424,3402,3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,22.3,13.2,14.0,5.6,,False,True,False,True,17694.0,9686.0,7100.0,TEST
425,3402,3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,19.3,10.3,8.2,5.7,,False,True,False,True,17694.0,9686.0,7100.0,TEST
426,3402,3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,24.0,12.9,11.7,6.3,,False,True,False,True,17694.0,9686.0,7100.0,TEST
427,3403,3877023,Scanning times,high-field horizontal open MR scanner,short-bore MR scanner,continuous,,49.0,,44.0,32.0,22.0,20.0,9.0,,False,False,False,True,17694.0,9686.0,7100.0,TEST
428,3404,3877023,The mean signal-to-noise (SNR) values,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,44.0,,49.0,17.97,6.58,11.28,4.35,,False,False,False,True,17694.0,9686.0,7100.0,TEST
429,3261,3475525,Scores on the saturated fat quiz,MTL group,No label group,continuous,,98.0,,99.0,90.7,20.4,33.6,16.3,,False,True,False,True,9086.0,4934.0,3542.0,TEST
430,3261,3475525,Scores on the saturated fat quiz,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,92.3,15.1,33.6,16.3,,False,True,False,True,9086.0,4934.0,3542.0,TEST
431,3261,3475525,Scores on the saturated fat quiz,MTL group,choices group,continuous,,98.0,,98.0,90.7,20.4,35.7,15.9,,False,True,False,True,9086.0,4934.0,3542.0,TEST
432,3261,3475525,Scores on the saturated fat quiz,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,92.3,15.1,35.7,15.9,,False,True,False,True,9086.0,4934.0,3542.0,TEST
433,3261,3475525,Scores on sugar quiz,MTL group,No label group,continuous,,98.0,,99.0,90.0,20.7,47.2,19.6,,False,True,False,True,9086.0,4934.0,3542.0,TEST
434,3261,3475525,Scores on sugar quiz,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,92.6,15.5,47.2,19.6,,False,True,False,True,9086.0,4934.0,3542.0,TEST
435,3261,3475525,Scores on sugar quiz,MTL group,choices group,continuous,,98.0,,98.0,90.0,20.7,41.9,19.4,,False,True,False,True,9086.0,4934.0,3542.0,TEST
436,3261,3475525,Scores on sugar quiz,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,92.6,15.5,41.9,19.4,,False,True,False,True,9086.0,4934.0,3542.0,TEST
437,3261,3475525,Scores on sodium quiz,MTL group,No label group,continuous,,98.0,,99.0,93.5,16.4,42.6,20.7,,False,True,False,True,9086.0,4934.0,3542.0,TEST
438,3261,3475525,Scores on sodium quiz,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,94.1,15.6,42.6,20.7,,False,True,False,True,9086.0,4934.0,3542.0,TEST
439,3261,3475525,Scores on sodium quiz,MTL group,choices group,continuous,,98.0,,98.0,93.5,16.4,47.1,21.1,,False,True,False,True,9086.0,4934.0,3542.0,TEST
440,3261,3475525,Scores on sodium quiz,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,94.1,15.6,47.1,21.1,,False,True,False,True,9086.0,4934.0,3542.0,TEST
441,8803,4467620,decrease in exercise intensity as time elapsed (at time 10),Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,114.6,35.6,123.9,30.2,Added the last timepoint to the outcome name. Since there are 10 different time points.,False,True,False,True,7288.0,4607.0,3858.0,TEST
442,8804,4467620,weight reduction,Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,68.6,7.7,68.8,7.5,The numerical values are from Exercise state.,False,True,False,True,7288.0,4607.0,3858.0,TEST
443,8805,4467620,accuracy of the cognitive tasks,Exercise - Hot + Cooling conditions,At rest - Hot + Cooling conditions,continuous,,8.0,,8.0,,,,,In figure however uninterpretable. Bar chart is divided weirdly.,True,False,False,False,7288.0,4607.0,3858.0,TEST
444,8801,4467620,accuracy of the cognitive tasks,Exercise - Hot condition,At rest - Hot condition,continuous,,8.0,,8.0,,,,,In figure however uninterpretable. Bar chart is divided weirdly.,True,False,False,False,7288.0,4607.0,3858.0,TEST
445,8802,4467620,differences in the accuracy,Hot + Cooling conditions,Hot conditions,continuous,,8.0,,8.0,,,,,Cannot find this data,True,False,False,False,7288.0,4607.0,3858.0,TEST
446,4098,4140238,ocular itching for visit 3B at 7 min,bepotastine besilate ophthalmic solution (BBOS) 1.5%,placebo,continuous,,70.0,,70.0,1.2,,2.1,,"Original outcome name is ""ocular itching"". However, due to many different visits and data from timepoints. We specified this in the outcome. Visit 3B was the first study they conducted and 7 min is the last timepoint. No SD information was given",False,True,False,False,12685.0,6812.0,5052.0,TEST
447,4002,4879328,waist circumference,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,-0.89,3.32,0.3,3.54,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
448,4003,4879328,effects for walking,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,-0.55,2.29,0.31,3.84,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
449,4003,4879328,effects for vigorous activity,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,0.2,1.56,-0.4,2.48,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
450,4004,4879328,FFBQ Total Index Score,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,0.07,0.26,0.01,0.33,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
451,4005,4879328,weekly moderate physical activity sessions,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,0.19,1.82,-0.68,2.32,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
452,4006,4879328,accelerometer-assessed moderate to vigorous physical activity (MVPA),"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,99.0,,108.0,7.41,66.12,-16.1,66.25,Values are from Accelerometer PA in Table 2. Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
453,4001,4879328,weight loss,"Get Healthy, Stay Healthy' (GHSH)",no continued contact,continuous,,104.0,,114.0,-0.89,3.33,0.3,3.54,Back calculated SD using CI.,False,True,False,True,12872.0,8442.0,5640.0,TEST
454,4432,5726464,Glucose,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
455,4432,5726464,insulin,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
456,4422,4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,20.0,,20.0,18.06,15.68,6.98,4.42,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate.",False,True,True,True,1396.0,1236.0,1068.0,TEST
457,4423,4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,20.0,,20.0,18.06,15.68,9.36,5.49,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate. All numerical values are in a graphical format of table.",False,True,True,True,1396.0,1236.0,1068.0,TEST
458,4424,4483334,Total weight percentage of calcium,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,20.0,,20.0,18.06,15.68,13.17,7.1,"Original outcome was ""Amount of calcium and phosphate on enamel surface"" but changed to ""Total weight percentage of calcium"" since this seemed more accurate. All numerical values are in a graphical format of table.",False,True,True,True,1396.0,1236.0,1068.0,TEST
459,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Distilled and deionized water (group A),continuous,,20.0,,20.0,12.68,10.5,6.99,3.37,All numerical values are in a graphical format of table.,False,True,True,True,1396.0,1236.0,1068.0,TEST
460,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),Nd:YAG laser (group B),continuous,,20.0,,20.0,12.68,10.5,8.19,3.3,All numerical values are in a graphical format of table.,False,True,True,True,1396.0,1236.0,1068.0,TEST
461,4425,4483334,Total weight percentage of phosphate,CPP-ACP plus laser (group D),CPP-ACP crème (group C),continuous,,20.0,,20.0,12.68,10.5,10.12,2.72,All numerical values are in a graphical format of table.,False,True,True,True,1396.0,1236.0,1068.0,TEST
462,4430,5726464,25(OH)D levels,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
463,4431,5726464,Lipid profile: total cholesterol,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
464,4431,5726464,Lipid profile: HDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
465,4431,5726464,Lipid profile: LDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
466,4431,5726464,Lipid profile: Triglycerides,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
467,4433,5726464,Changes in body mass index,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,,,,,Median was reported.,False,True,False,False,6563.0,4244.0,3133.0,TEST
468,4434,5726464,Metabolic syndrome,Vitamin D plus calcium supplementation,Placebo,binary,9.0,66.0,11.0,75.0,,,,,,False,True,False,True,6563.0,4244.0,3133.0,TEST
469,4802,5515881,memory score,demanding balance training program,relaxation group,continuous,,19.0,,21.0,9.44,5.48,8.0,4.16,Group sizes are in methods section only. Numerical values are from posttest.,True,True,False,True,4475.0,3500.0,2868.0,TEST
470,4799,5515881,dynamic balance performance on the stability platform,demanding balance training program,relaxation group,continuous,,19.0,,21.0,7.54,2.57,6.29,1.84,Group sizes are in methods section only. Numerical values are from posttest.,True,True,False,True,4475.0,3500.0,2868.0,TEST
471,4800,5515881,center of pressure (CoP) sway velocity,demanding balance training program,relaxation group,continuous,,19.0,,21.0,0.63,0.11,0.67,0.18,Group sizes are in methods section only. Numerical values are from posttest.,True,True,False,True,4475.0,3500.0,2868.0,TEST
472,4803,5515881,spatial score,demanding balance training program,relaxation group,continuous,,19.0,,21.0,0.443,0.75,0.04,0.91,Group sizes are in methods section only. Numerical values are from posttest.,True,True,False,True,4475.0,3500.0,2868.0,TEST
473,5710,3343759,improvment in ANELT by day 21,higher level of education (>12 years),<12 years of education,continuous,,41.0,,82.0,,,,,Median is reported. Group sizes are only available in methods section. Odd ICO group sizes ambigous,False,True,False,False,3838.0,2633.0,2065.0,TEST
474,5711,3343759,aphasia types,very early speech and language therapy (SLT),control,binary,,59.0,,55.0,,,,,Numerical data is in figure and group sizes are not available in abstract or results sections. Outcome is lumped together,True,False,False,False,3838.0,2633.0,2065.0,TEST
475,5522,4144850,Independent household latrines number,Total Sanitation Campaign,Control,binary,673.0,1.525,366.0,1.514,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
476,5523,4144850,Open defecation - adult men,Total Sanitation Campaign,Control,binary,1138.0,1.525,1273.0,1.514,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
477,5523,4144850,Open defecation - adult women,Total Sanitation Campaign,Control,binary,1116.0,1.525,1264.0,1.514,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
478,5523,4144850,Open defecation - children,Total Sanitation Campaign,Control,binary,1279.0,1.525,1350.0,1.514,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
479,5525,4144850,Helminth infections,Total Sanitation Campaign,Control,binary,34.0,581.0,32.0,569.0,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
480,5526,4144850,Anemia,Total Sanitation Campaign,Control,binary,1.078,1.919,976.0,1.922,,,,,Used percent to calculate outcomes for binary variables.,False,True,False,True,24614.0,13328.0,9179.0,TEST
481,4801,5515881,VO2peak,demanding balance training program,relaxation group,continuous,,19.0,,21.0,32.07,6.52,31.947,7.89,Group sizes are in methods section only. Numerical values are from posttest.,True,True,False,True,4475.0,3500.0,2868.0,TEST
